job_title,job_skills,company,job_location,job_level,job_type
Data Solutions Analyst,"Data Analysis, Data Exchange, Production Monitoring, Project Management, Communication, Policy Implementation, Compliance Monitoring, Troubleshooting, Issue Resolution, Prioritization, Time Management, Customer Service, Information Systems, Certifications, Financial Analysis, Planning, Healthcare Economics, Healthcare Policy, Statistical Modeling, Business Decisions, Business Management, Healthcare Industry Experience, Analytical Skills, ProblemSolving Skills, Communication Skills, SQL Server/Transact SQL, PowerPoint, Excel, Word, Collaboration, Teamwork",ScaleneWorks INC,"Pleasanton, CA",Mid senior,Onsite
"Senior Data Engineer - Snowflake, AWS, Relational Data Modeling","Snowflake, AWS, Relational Data Modeling, Data Warehouse, Dimensional Modeling, Data Vault, Reporting, Analytics, JSON, SnowSQL, Database Migration Service (DMS), Change Data Capture (CDC), S3, Simple Queue Service (SQS), Lamda, Relational Data Store (RDS), Oracle, PL/SQL, Streams, ETL, NoSQL, DynamoDB, Agile, Kanban, SCRUM, DevOps, CI/CD, Bachelor's or Master's degree, Computer Science, Information Technology, Endtoend solutions, Ambiguity, Fastpaced environment, Verbal communication, Written communication, Collaboration",Adroit Software Inc.,"Durham, NC",Mid senior,Onsite
Data Engineer/Analyst,"Data Mining, Data Cleansing, Data Validation, Data Quality Management, Data Infrastructure Optimization, Data Processing, Data Storage, Data Retrieval, Exploratory Data Analysis, Data Visualization, Data Modeling, Statistical Analysis, Data Presentation, Data Documentation, Data Lineage, Dashboard Creation, SharePoint, Power BI, ENOVIA PLM, SAP, PowerApps, SharePoint Classic, SharePoint Online, QuickBase, Custom APIs, Webservices, RealTime Data Integration","RIT Solutions, Inc.","Fremont, CA",Mid senior,Onsite
QC Data Analysts / Reviewers,"HPLC, Malvern Particle Size Analyzer, LabVantage LIMS, Data analysis, Chromatogram interpretation, Spectroscopy, MS Excel, Trend reporting, SOP writing, GMP Knowledge, GLP Knowledge, Data trending, Analytical testing, Chemistry, Biochemistry, Dissolution Testing, Particle Size Analysis, Bench testing, Wet chemistry testing, Viscosity, pH analysis, Deviation investigations/reports writing",United Consulting Hub,"Bucks County, PA",Associate,Onsite
Data Entry Clerk,"Data Entry, Payroll Clerk, UKG System, Weekly Payroll, Microsoft Excel, Data Entry, Computer Skills, Payroll Tasks, Payroll Processing, Payroll Experience, Microsoft Excel Proficiency, Queens",Ascendo Resources,"Queens, NY",Associate,Onsite
Data Entry Clerk,"Data Entry, Microsoft Excel, Loss Prevention, Database Management, Information Confidentiality, Teamwork",ASK Consulting,"Union City, CA",Mid senior,Onsite
Lead Data Analyst,"Alation, Data Catalog, Data Governance, Data Quality, Data Management, Data Principles, Data Policies, Data Standards, Data Security, Data Privacy, AWS Cloud, Virtual Machines, Storage Solutions, Networking, Security Services, Custom Connector Frameworks, API Integrations, User Roles and Permissions, Custom User Groups, Workflows, Bachelor's/Master's Degree, Data Science, Computer Science, Information Systems, Communication Skills, Presentation Skills",The Intersect Group,Atlanta Metropolitan Area,Mid senior,Onsite
"Job Opening for QC Data Analysts / Reviewers - Bucks County, PA","Empower HPLC, Malvern Particle Size Analyzer, LabVantage LIMS, MS Excel, Data Analysis, Analytical Testing, SOP Writing, Deviation Investigations/Reports, Chromatography, Data Tracking and Trending, Chemistry, Biochemistry, HPLC, GC, Dissolution Testing, Particle Size Analysis",Steneral Consulting,"Bucks County, PA",Associate,Onsite
Senior Data Analyst,"Data Analysis, MS Office, Excel, Access, PowerPoint, Scripting, Relational Database, Querying, Report Generation, Business Context, Presentation Skills",Amtex Systems Inc.,"New York, NY",Associate,Onsite
Data Analyst 3,"Data Analysis, SQL, Hive, Hadoop, Cloud computing, Statistics, A/B testing, Tableau, Business intelligence, Data visualization, Communication, Computer science",Cypress HCM,"San Jose, CA",Mid senior,Onsite
Data Analyst Part Time,"Data analysis, Statistical techniques, Data mining, Data modeling, Data visualization, Data warehousing, Data management, ETL processes, Machine learning, SQL, R, Python, Tableau, Power BI, Hypothesis testing, A/B testing, Data integrity, Data quality, Data cleansing, Data manipulation, Datadriven decisionmaking, Datadriven reporting, Communication, Collaboration, Problemsolving, Critical thinking",Voxmediallc,"Longueuil, Quebec, Canada",Mid senior,Onsite
Lead Data Analyst,"Data Analysis, Database Management, Data Warehousing, Business Intelligence, Data Visualization, Statistical Analysis, Reporting, SQL, Python, R, Tableau, Power BI, Data Mining, Data Quality, Data Governance, Project Management, Team Leadership, Process Improvement, Healthcare, Clinical Research",DM Clinical Research,"Houston, TX",Mid senior,Onsite
Senior Data Analyst,"SQL, Azure, Power BI, Data Warehouses, Cloud database systems, Complex SQL queries, SQL Server databases, Data maps, ETL, Data transfer concepts/capabilities, Data/process control reporting, Thirdparty vendor data management, Data driven analysis, Data quality improvement, Data efficiency improvement",Inceed,"Houston, TX",Mid senior,Onsite
Medical Records Data Quality Analyst,"Health Information Management, Data Quality Analysis, Electronic Health Records, Scanning and Release of Information, AHIMA Credentials, Microsoft Office Suite, Adobe, Attention to Detail, Quality Management, Organization, Time Management, Customer Service, Verbal Communication, Interpersonal Communication, Written Communication, Ability to Work Independently, Teamwork, College Degree or High School/GED",South Shore Health,"Weymouth, MA",Mid senior,Onsite
Senior Marketing Data Analyst (E-Commerce),"SQL, Data Visualization, Python, Google Analytics, Marketing Analytics, Stakeholder Management",Harnham,"Watford, England, United Kingdom",Mid senior,Onsite
"Senior Data Analyst (Flights team, Bangkok-based, Relocation provided)","SQL, Tableau, Python, R, Data Visualization, Data Analytics, Data Science, Machine Learning, Hypothesis Testing, Regression, Logistic Regression, Random Forest, A/B Testing, Stakeholder Management, Business Communication, Presentation Skills, Data Driven Decision Making, Multitasking, Prioritization, Resource Coordination, MBA, Masters in Quantitative Subject, Program Management Certifications, Asian Market Experience, Travel Industry Experience, Ecommerce Experience, Tech Experience, Consulting Experience",Agoda,"Manchester, England, United Kingdom",Mid senior,Onsite
Senior Data Engineer,"Data Engineering, Data Warehousing, Data Modeling, Data Lakes, Big Data Technologies, Power BI, Azure, Azure DevOps, Reporting Solutions, Architectural Blueprints, Best Practices, Technical Leadership",Harnham,"West Yorkshire, England, United Kingdom",Mid senior,Onsite
Entry Level High Volume Invoices/Data Entry,"Accounting, QuickBooks, Invoices, Data Entry, Payroll, Benefits, Accounts Payable, General Ledger, Financial Reporting, Budgeting, Tax Preparation, Audits, Microsoft Office",Latitude Inc,"Fairfax, VA",Mid senior,Onsite
Preclinical Data Business Analyst,"Business analyst, Product management mindset, Informatics systems, Scientific data management, Data and scientific business processes, Business process and data management, Business and data processes, Business requirements, Process and data interoperability schematics, Preclinical data, Toxicology, Pathology, In vivo, In vitro, Assay types, Business and data flows, Lucidchart, JIRA, Story format, Oral and written communication skills, Pharmaceutical or biotech informatics industry",VIR Consultant LLC,"San Francisco, CA",Mid senior,Onsite
Senior Business Data Analyst - Seasonal 6 months,"Statistics, Finance, Economics, Mathematics, Data Analysis, Data Science, Hypothesisdriven Analyses, Excel, Sheets, Splunk, Tableau, Qlik, Redshift, Hive, Spark, SQL, Python, R, Data Mining Algorithms, Statistical Modeling Techniques, Clustering, Classification, Regression, Decision Trees, Neural Nets, Support Vector Machines, Anomaly Detection, Recommendation Systems, Sequential Pattern Discovery, Text Mining, Data Visualization, StoryTelling, KPI Metrics, Reporting Systems, Business Questions, Hypotheses, Experiments",Intuit,"San Diego, CA",Mid senior,Onsite
Data Analyst 3,"Data Analyst, SQL, Hive, Hadoop, Cloud, Tableau, Data Analysis, Business Intelligence, Reporting, Data Mining, Machine Learning, Statistics, A/B Testing, Communication Skills, Business Insights, Data Warehousing, Data Visualization, Git, Jenkins, Python, R, Java","Ursus, Inc.","San Francisco, CA",Mid senior,Onsite
Business Analyst Data Analyst,"Technical Skills:, Data Analysis, Data Validation, Data Mapping, Business Workflow Analysis, Systems Requirements Analysis, Software Development Life Cycle (SDLC) Methods, Troubleshooting, Project Management, Communication, Frameworks:, Agile, Languages:, SQL, Software:, Visio, MS Office, Concepts:, Data Quality, Data Warehouse, Database Concepts, Requirements:, 58 Years of Experience as an IT Business Systems Analyst, 3+ Years of Data Analysis and Mapping Experience, Experience with SQL (Microsoft SQL Server and Sybase), Prior Knowledge of Financial Vendor Data, Workflow Analysis Experience, Data Mart/Data Warehouse Experience, Solid Visio and MS Office Application Skills, Understanding of System Development Methodologies and Techniques, Database Concepts and Principles, Strong Interpersonal and Communication Skills, Strong Analytical and ProblemSolving Skills, Ability to MultiTask and Exhibit Extensive ProblemSolving Skills",CERES Group,"Boston, MA",Mid senior,Onsite
"Administrator, Senior Database","Oracle 19c, Oracle RAC (ASM), Oracle Enterprise Manager (OEM) 13c, RMAN, ZDLRA, Oracle Ebusiness suite R12.2, Oracle WebLogic Server, High availability systems, Load balancers, Database Performance, System tuning, Python, Shell Scripting, Ansible, Cloning, Patching, VMs, Exadata, Bachelor's Degree, ORACLE database certification, Oracle DBA skills, Scripting knowledge, RDBMS",Enterprise Products,Greater Houston,Associate,Onsite
Data Analyst Part Time,"Data analysis, Advanced statistical techniques, SQL, R, Python, Performance metrics, Datadriven decisionmaking, Business questions, A/B testing, Data quality issues, Data integrity, Data accuracy, Data completeness, Data collection, Data cleansing, Data manipulation, Datadriven reports, Data visualization, Tableau, Power BI, Statistical modeling, Hypothesis testing, ETL processes",Voxmediallc,"Sault Ste. Marie, Ontario, Canada",Mid senior,Onsite
Data Entry-Audit Intake Specialist,"Data Entry, Excel, MS Office, Data Management, Database Software, Attention to Detail, Grammar, Punctuation, Time Management",HealthMark Group,"Dallas County, TX",Mid senior,Onsite
Volunteer: 40 hour Data Entry Project - Community Service,"Data Entry, Researching, Spreadsheet, Microsoft Excel",VolunteerMatch,"Chicago, IL",Associate,Onsite
Senior Data Engineer,"Snowflake, Data Engineering, SQL, Python, Spark, Data Warehouse, Data Ingestion, Data Processing, Data Analytics, Data Reporting, Cloud Computing, Big Data, Machine Learning, Data Science",Talent Groups,"Austin, Texas Metropolitan Area",Mid senior,Onsite
Data Entry Clerk,"Data entry, Data management, Excel, LIMS, Access, Documentum, Discoverant, Database usage, Knowledge of manufacturing process, Communication skills, Attention to detail, Organizational skills, Ability to work independently, Understanding of trends, Proficient written and verbal communication, Personal accountability",Avani Tech Solutions Private Limited,"Cincinnati, OH",Mid senior,Onsite
Data Analyst,"Data Analytics, SQL, PowerBI, Tableau, Looker, Data Visualization, Data Modelling, Google Analytics, Adobe Analytics, Coremetrics, Clustering, Propensity Modelling, Segmentation, CRM, CRM Analytics, Marketing Analysis, Insight Analysis, Growth Analysis, Customer Analytics, SAS, Python, R",Harnham,"Nottingham, England, United Kingdom",Associate,Onsite
General Support Services - Data Entry,"Data entry, Filing, Keying, Proofreading, Computer systems, Computer software, Data processing, Databases, Highspeed typing, Accuracy, Attention to detail, Organizational skills, Clerical duties",eTeam,"Portland, OR",Mid senior,Onsite
Senior Databricks Engineer,"Software Engineering, Cloud Engineering, Enterprise Data Analytics Platforms, Azure Data Lake, Azure Databricks, PowerBI, Python, Databricks, Analytics, BI Reporting Solutions, Communication Skills, Meeting Facilitation, Agile Methodology, Data Engineering, Design Decisions, Enterprise Data Platform, System Architecture, Data Pipelines, Spark, Data Scientists, Data Analysts, Data Warehouse, Data Lake, ETL Workflows, Data Transformation, Data Validation, Data Loading, Data Security Policies, Monitoring Solutions, Alerting Solutions, Logging Solutions, Data Pipeline Performance, Scalability, Cost Optimization, Big Data Ecosystem",Fractal,"New York, United States",Mid senior,Onsite
